OrderID,OrderTimestamp,DeliveryZone,Courier,DeliveryService,Occasion,ProductCategory,ProductID,FreshFlowers,LeadTimeDays,RequestedDeliveryDateTime,DispatchTimestamp,DeliveredTimestamp,DailyOrderVolume,OrderValue,ComplaintRaised,Refunded,RefundReason,RefundAmount,LatenessHours,DaysToDeliver,ZoneStandardDays,OnTime,DeliveryOutcome,WithinSpeedStandard,HandlingHours,TransitHours,DispatchSlackHours,CourierNormTransit,CourierDelayHours,InternalDelayHours,LatenessBucket,DelayDrivenRefund,HardDateOccasion,VolumeBand
ORD1378,2026-02-03 07:58:00,Klang Valley,In-house Rider,Same Day,Congratulations,Flower Box,BHC-PNB,Yes,0,2026-02-03 18:00:00,2026-02-03 16:04:00,2026-02-03 18:21:00,9,189,No,No,,0.0,0.35,0,1,True,Positive,True,8.1,2.283333333333333,1.9333333333333333,1.6666666666666667,0.6166666666666665,0.0,On time (<=1h),False,False,<=20
ORD1376,2026-02-03 08:35:00,Klang Valley,GrabExpress,Same Day,Grand Opening,Gift Set,BHC-GSC,No,0,2026-02-03 14:00:00,2026-02-03 12:31:00,2026-02-03 14:12:00,9,199,No,No,,0.0,0.2,0,1,True,Positive,True,3.933333333333333,1.6833333333333333,1.4833333333333334,1.5583333333333333,0.125,0.07499999999999996,On time (<=1h),False,True,<=20
ORD1416,2026-02-03 08:58:00,Other,J&T Express,Scheduled,Other,Gift Set,BHC-GST,No,4,2026-02-07 12:00:00,2026-02-06 11:48:00,2026-02-07 11:39:00,9,229,No,No,,0.0,-0.35,4,2,True,Positive,False,74.83333333333333,23.85,24.2,23.275,0.5750000000000028,0.0,On time (<=1h),False,False,<=20
ORD1372,2026-02-03 10:58:00,Klang Valley,In-house Rider,Same Day,Other,Bouquet,BHC-RCL,Yes,0,2026-02-03 14:00:00,2026-02-03 12:33:00,2026-02-03 14:21:00,9,135,No,No,,0.0,0.35,0,1,True,Positive,True,1.5833333333333333,1.8,1.45,1.6666666666666667,0.1333333333333333,0.21666666666666679,On time (<=1h),False,False,<=20
ORD1379,2026-02-03 11:12:00,Klang Valley,GrabExpress,Same Day,Other,Bouquet,BHC-CPK,Yes,0,2026-02-03 14:00:00,2026-02-03 12:12:00,2026-02-03 14:21:00,9,145,No,No,,0.0,0.35,0,1,True,Positive,True,1.0,2.15,1.8,1.5583333333333333,0.5916666666666666,0.0,On time (<=1h),False,False,<=20
ORD1436,2026-02-03 12:12:00,Klang Valley,Lalamove,Scheduled,Anniversary,Bouquet,BHC-RRB,Yes,5,2026-02-08 18:00:00,2026-02-08 15:55:00,2026-02-08 18:04:00,15,159,No,No,,0.0,0.06666666666666667,5,1,True,Positive,False,123.71666666666667,2.15,2.0833333333333335,1.6333333333333333,0.5166666666666666,0.0,On time (<=1h),False,True,<=20
ORD1453,2026-02-03 12:47:00,Johor Bahru,Ninja Van,Scheduled,Anniversary,Preserved Flowers,BHC-PRB,No,7,2026-02-10 12:00:00,2026-02-09 13:49:00,2026-02-10 11:40:00,26,284,No,No,,0.0,-0.3333333333333333,7,2,True,Positive,False,145.03333333333333,21.85,22.183333333333334,21.416666666666664,0.4333333333333371,0.0,On time (<=1h),False,True,21-35
ORD1419,2026-02-03 13:00:00,Klang Valley,Lalamove,Scheduled,Other,Gift Set,BHC-GST,No,4,2026-02-07 16:00:00,2026-02-07 14:49:00,2026-02-07 16:06:00,9,214,No,No,,0.0,0.1,4,1,True,Positive,False,97.81666666666666,1.2833333333333334,1.1833333333333333,1.6333333333333333,0.0,0.44999999999999996,On time (<=1h),False,False,<=20
ORD1451,2026-02-03 14:12:00,Klang Valley,Lalamove,Scheduled,Condolence,Bouquet,BHC-SYM,Yes,7,2026-02-10 12:00:00,2026-02-10 10:54:00,2026-02-10 11:43:00,26,199,No,No,,0.0,-0.2833333333333333,7,1,True,Positive,False,164.7,0.8166666666666667,1.1,1.6333333333333333,0.0,0.5333333333333332,On time (<=1h),False,True,21-35
ORD1442,2026-02-03 14:23:00,Klang Valley,Lalamove,Scheduled,Other,Bouquet,BHC-RCL,Yes,6,2026-02-09 18:00:00,2026-02-09 17:17:00,2026-02-09 18:37:00,8,135,No,No,,0.0,0.6166666666666667,6,1,True,Positive,False,146.9,1.3333333333333333,0.7166666666666667,1.6333333333333333,0.0,0.9166666666666666,On time (<=1h),False,False,<=20
ORD1387,2026-02-03 15:12:00,Other,J&T Express,Next Day,Grand Opening,Gift Set,BHC-GSC,No,1,2026-02-04 10:00:00,2026-02-03 16:12:00,2026-02-04 16:31:00,8,199,No,No,,0.0,6.516666666666667,1,2,True,Positive,True,1.0,24.316666666666666,17.8,23.275,1.0416666666666679,5.474999999999998,6-24h late,False,True,<=20
ORD1438,2026-02-03 20:00:00,Klang Valley,GrabExpress,Scheduled,Congratulations,Flower Box,BHC-TLB,Yes,6,2026-02-09 10:00:00,2026-02-09 08:07:00,2026-02-09 10:53:00,8,169,Yes,Yes,Damaged Flowers,112.18,0.8833333333333333,6,1,True,Positive,False,132.11666666666667,2.7666666666666666,1.8833333333333333,1.5583333333333333,1.2083333333333333,0.0,On time (<=1h),False,False,<=20
ORD1455,2026-02-03 21:23:00,Penang,J&T Express,Scheduled,Anniversary,Bouquet,BHC-RRB,Yes,7,2026-02-10 16:00:00,2026-02-09 14:00:00,2026-02-10 17:53:00,26,179,No,No,,0.0,1.8833333333333333,7,2,True,Positive,False,136.61666666666667,27.883333333333333,26.0,23.275,4.608333333333334,0.0,1-6h late,False,True,21-35
ORD1471,2026-02-03 21:23:00,Johor Bahru,J&T Express,Scheduled,Other,Hamper,BHC-FHP,No,7,2026-02-10 10:00:00,2026-02-09 10:11:00,2026-02-10 12:37:00,26,259,No,No,,0.0,2.6166666666666667,7,2,True,Positive,False,132.8,26.433333333333334,23.816666666666666,23.275,3.158333333333335,0.0,1-6h late,False,False,21-35
ORD1384,2026-02-04 07:35:00,Klang Valley,In-house Rider,Same Day,Birthday,Flower Box,BHC-TLB,Yes,0,2026-02-04 14:00:00,2026-02-04 12:55:00,2026-02-04 13:50:00,8,169,Yes,Yes,Damaged Flowers,131.04,-0.16666666666666666,0,1,True,Positive,True,5.333333333333333,0.9166666666666666,1.0833333333333333,1.6666666666666667,0.0,0.5833333333333335,On time (<=1h),False,False,<=20
ORD1434,2026-02-04 08:58:00,Johor Bahru,Pos Laju,Scheduled,Congratulations,Bouquet,BHC-SUN,Yes,4,2026-02-08 12:00:00,2026-02-07 12:10:00,2026-02-08 20:10:00,15,169,Yes,No,,0.0,8.166666666666666,4,2,True,Positive,False,75.2,32.0,23.833333333333332,22.0,10.0,0.0,6-24h late,False,False,<=20
ORD1396,2026-02-04 09:58:00,Klang Valley,In-house Rider,Next Day,Birthday,Flower Box,BHC-PNB,Yes,1,2026-02-05 12:00:00,2026-02-05 10:37:00,2026-02-05 14:12:00,13,189,No,No,,0.0,2.2,1,1,True,Positive,True,24.65,3.5833333333333335,1.3833333333333333,1.6666666666666667,1.9166666666666667,0.28333333333333344,1-6h late,False,False,<=20
ORD1499,2026-02-04 10:12:00,Johor Bahru,J&T Express,Scheduled,Other,Bouquet,BHC-BBW,Yes,7,2026-02-11 18:00:00,2026-02-10 19:18:00,2026-02-11 18:22:00,31,89,No,No,,0.0,0.36666666666666664,7,2,True,Positive,False,153.1,23.066666666666666,22.7,23.275,0.0,0.5749999999999993,On time (<=1h),False,False,21-35
ORD1411,2026-02-04 10:23:00,Klang Valley,Lalamove,Scheduled,Anniversary,Preserved Flowers,BHC-PRV,No,2,2026-02-06 10:00:00,2026-02-06 08:56:00,2026-02-06 10:29:00,13,289,No,No,,0.0,0.48333333333333334,2,1,True,Positive,False,46.55,1.55,1.0666666666666667,1.6333333333333333,0.0,0.5666666666666667,On time (<=1h),False,True,<=20
ORD1469,2026-02-04 11:00:00,Klang Valley,GrabExpress,Scheduled,Condolence,Bouquet,BHC-SYM,Yes,6,2026-02-10 12:00:00,2026-02-10 09:59:00,2026-02-10 12:15:00,26,209,No,No,,0.0,0.25,6,1,True,Positive,False,142.98333333333332,2.2666666666666666,2.0166666666666666,1.5583333333333333,0.7083333333333333,0.0,On time (<=1h),False,True,21-35
ORD1383,2026-02-04 11:35:00,Klang Valley,In-house Rider,Same Day,Congratulations,Flower Box,BHC-TLB,Yes,0,2026-02-04 16:00:00,2026-02-04 14:46:00,2026-02-04 16:25:00,8,179,No,No,,0.0,0.4166666666666667,0,1,True,Positive,True,3.183333333333333,1.65,1.2333333333333334,1.6666666666666667,0.0,0.43333333333333335,On time (<=1h),False,False,<=20
ORD1407,2026-02-04 14:23:00,Klang Valley,GrabExpress,Scheduled,Anniversary,Bouquet,BHC-RCL,Yes,2,2026-02-06 14:00:00,2026-02-06 12:22:00,2026-02-06 14:50:00,13,135,No,No,,0.0,0.8333333333333334,2,1,True,Positive,False,45.983333333333334,2.466666666666667,1.6333333333333333,1.5583333333333333,0.9083333333333334,0.0,On time (<=1h),False,True,<=20
ORD1408,2026-02-04 14:23:00,Klang Valley,Lalamove,Scheduled,Birthday,Bouquet,BHC-LPK,Yes,2,2026-02-06 10:00:00,2026-02-06 08:19:00,2026-02-06 09:41:00,13,169,No,No,,0.0,-0.31666666666666665,2,1,True,Positive,False,41.93333333333333,1.3666666666666667,1.6833333333333333,1.6333333333333333,0.0,0.0,On time (<=1h),False,False,<=20
ORD1467,2026-02-04 16:47:00,Klang Valley,In-house Rider,Scheduled,Other,Bouquet,BHC-BBW,Yes,6,2026-02-10 10:00:00,2026-02-10 09:22:00,2026-02-10 10:30:00,26,89,No,No,,0.0,0.5,6,1,True,Positive,False,136.58333333333334,1.1333333333333333,0.6333333333333333,1.6666666666666667,0.0,1.0333333333333334,On time (<=1h),False,False,21-35
ORD1393,2026-02-04 19:12:00,Penang,Ninja Van,Next Day,Birthday,Bouquet,BHC-BBW,Yes,1,2026-02-05 10:00:00,2026-02-04 20:12:00,2026-02-05 21:08:00,13,89,Yes,Yes,Late Delivery,53.91,11.133333333333333,1,2,True,Positive,True,1.0,24.933333333333334,13.8,21.416666666666664,3.5166666666666693,7.616666666666664,6-24h late,True,False,<=20
ORD1486,2026-02-04 19:35:00,Johor Bahru,Ninja Van,Scheduled,Birthday,Bouquet,BHC-CPK,Yes,7,2026-02-11 14:00:00,2026-02-10 12:18:00,2026-02-11 16:00:00,31,165,Yes,Yes,Damaged Flowers,130.0,2.0,7,2,True,Positive,False,136.71666666666667,27.7,25.7,21.416666666666664,6.283333333333335,0.0,1-6h late,True,False,21-35
ORD1395,2026-02-04 21:12:00,Klang Valley,Lalamove,Next Day,Congratulations,Flower Box,BHC-PNB,Yes,1,2026-02-05 14:00:00,2026-02-05 12:16:00,2026-02-05 14:43:00,13,189,No,No,,0.0,0.7166666666666667,1,1,True,Positive,True,15.066666666666666,2.45,1.7333333333333334,1.6333333333333333,0.8166666666666669,0.0,On time (<=1h),False,False,<=20
ORD1496,2026-02-04 21:12:00,Other,J&T Express,Scheduled,Other,Bouquet,BHC-BBW,Yes,7,2026-02-11 16:00:00,2026-02-10 20:56:00,2026-02-11 16:29:00,31,109,No,No,,0.0,0.48333333333333334,7,2,True,Positive,False,143.73333333333332,19.55,19.066666666666666,23.275,0.0,4.208333333333332,On time (<=1h),False,False,21-35
ORD1394,2026-02-04 21:47:00,Penang,Pos Laju,Next Day,Condolence,Bouquet,BHC-SYM,Yes,1,2026-02-05 12:00:00,2026-02-04 22:47:00,2026-02-05 18:58:00,13,199,Yes,Yes,Wilted Flowers,192.47,6.966666666666667,1,2,True,Positive,True,1.0,20.183333333333334,13.216666666666667,22.0,0.0,8.783333333333333,6-24h late,True,True,<=20
ORD1390,2026-02-05 07:23:00,Klang Valley,In-house Rider,Same Day,Congratulations,Bouquet,BHC-HYD,Yes,0,2026-02-05 18:00:00,2026-02-05 16:52:00,2026-02-05 19:00:00,13,229,Yes,No,,0.0,1.0,0,1,True,Positive,True,9.483333333333333,2.1333333333333333,1.1333333333333333,1.6666666666666667,0.46666666666666656,0.5333333333333334,On time (<=1h),False,False,<=20
ORD1398,2026-02-05 07:47:00,Klang Valley,In-house Rider,Same Day,Other,Gift Set,BHC-GST,No,0,2026-02-05 14:00:00,2026-02-05 11:58:00,2026-02-05 15:06:00,13,179,No,No,,0.0,1.1,0,1,False,Negative,True,4.183333333333334,3.1333333333333333,2.033333333333333,1.6666666666666667,1.4666666666666666,0.0,1-6h late,False,False,<=20
ORD1498,2026-02-05 08:23:00,Klang Valley,In-house Rider,Scheduled,Birthday,Bouquet,BHC-SUN,Yes,6,2026-02-11 16:00:00,2026-02-11 14:31:00,2026-02-11 17:01:00,31,169,No,No,,0.0,1.0166666666666666,6,1,True,Positive,False,150.13333333333333,2.5,1.4833333333333334,1.6666666666666667,0.8333333333333333,0.18333333333333335,1-6h late,False,False,21-35
ORD1391,2026-02-05 09:35:00,Klang Valley,In-house Rider,Same Day,Congratulations,Bouquet,BHC-SUN,Yes,0,2026-02-05 18:00:00,2026-02-05 17:18:00,2026-02-05 18:37:00,13,169,No,No,,0.0,0.6166666666666667,0,1,True,Positive,True,7.716666666666667,1.3166666666666667,0.7,1.6666666666666667,0.0,0.9666666666666668,On time (<=1h),False,False,<=20
ORD1463,2026-02-05 10:47:00,Klang Valley,Lalamove,Scheduled,Congratulations,Hamper,BHC-FHP,No,5,2026-02-10 14:00:00,2026-02-10 13:03:00,2026-02-10 14:11:00,26,259,No,No,,0.0,0.18333333333333332,5,1,True,Positive,False,122.26666666666667,1.1333333333333333,0.95,1.6333333333333333,0.0,0.6833333333333333,On time (<=1h),False,False,21-35
ORD1397,2026-02-05 11:35:00,Klang Valley,GrabExpress,Same Day,Birthday,Bouquet,BHC-SUN,Yes,0,2026-02-05 16:00:00,2026-02-05 15:02:00,2026-02-05 16:41:00,13,169,No,No,,0.0,0.6833333333333333,0,1,True,Positive,True,3.45,1.65,0.9666666666666667,1.5583333333333333,0.09166666666666656,0.5916666666666667,On time (<=1h),False,False,<=20
ORD1388,2026-02-05 11:58:00,Klang Valley,In-house Rider,Same Day,Congratulations,Flower Box,BHC-TLB,Yes,0,2026-02-05 14:00:00,2026-02-05 12:58:00,2026-02-05 14:30:00,13,204,No,No,,0.0,0.5,0,1,True,Positive,True,1.0,1.5333333333333334,1.0333333333333334,1.6666666666666667,0.0,0.6333333333333333,On time (<=1h),False,False,<=20
ORD1533,2026-02-05 12:00:00,Klang Valley,In-house Rider,Scheduled,Anniversary,Bouquet,BHC-RRB,Yes,7,2026-02-12 18:00:00,2026-02-12 16:50:00,2026-02-12 19:09:00,38,209,No,No,,0.0,1.15,7,1,True,Positive,False,172.83333333333334,2.316666666666667,1.1666666666666667,1.6666666666666667,0.6500000000000001,0.5,1-6h late,False,True,36-50
ORD1427,2026-02-05 15:23:00,Klang Valley,In-house Rider,Scheduled,Anniversary,Flower Box,BHC-RBX,Yes,3,2026-02-08 10:00:00,2026-02-08 08:47:00,2026-02-08 10:40:00,15,244,No,No,,0.0,0.6666666666666666,3,1,True,Positive,False,65.4,1.8833333333333333,1.2166666666666666,1.6666666666666667,0.21666666666666656,0.4500000000000002,On time (<=1h),False,True,<=20
ORD1484,2026-02-05 15:23:00,Klang Valley,In-house Rider,Scheduled,Other,Hamper,BHC-FHP,No,6,2026-02-11 12:00:00,2026-02-11 11:33:00,2026-02-11 14:07:00,31,294,No,No,,0.0,2.1166666666666667,6,1,True,Positive,False,140.16666666666666,2.566666666666667,0.45,1.6666666666666667,0.9000000000000001,1.2166666666666668,1-6h late,False,False,21-35
ORD1443,2026-02-05 17:23:00,Klang Valley,GrabExpress,Scheduled,Birthday,Flower Box,BHC-TLB,Yes,4,2026-02-09 12:00:00,2026-02-09 10:45:00,2026-02-09 12:20:00,8,189,No,No,,0.0,0.3333333333333333,4,1,True,Positive,False,89.36666666666666,1.5833333333333333,1.25,1.5583333333333333,0.02499999999999991,0.30833333333333335,On time (<=1h),False,False,<=20
ORD1514,2026-02-05 17:23:00,Klang Valley,GrabExpress,Scheduled,Congratulations,Flower Box,BHC-PNB,Yes,7,2026-02-12 18:00:00,2026-02-12 18:14:00,2026-02-12 20:37:00,38,199,No,No,,0.0,2.6166666666666667,7,1,True,Positive,False,168.85,2.3833333333333333,-0.23333333333333334,1.5583333333333333,0.825,1.7916666666666667,1-6h late,False,False,36-50
ORD1500,2026-02-05 18:35:00,Klang Valley,Lalamove,Scheduled,Anniversary,Flower Box,BHC-RBX,Yes,6,2026-02-11 10:00:00,2026-02-11 09:39:00,2026-02-11 12:07:00,31,229,No,No,,0.0,2.1166666666666667,6,1,True,Positive,False,135.06666666666666,2.466666666666667,0.35,1.6333333333333333,0.8333333333333335,1.2833333333333332,1-6h late,False,True,21-35
ORD1428,2026-02-05 19:12:00,Klang Valley,In-house Rider,Scheduled,Birthday,Bouquet,BHC-SUN,Yes,3,2026-02-08 12:00:00,2026-02-08 10:41:00,2026-02-08 12:30:00,15,169,Yes,Yes,Wrong Bouquet,149.78,0.5,3,1,True,Positive,False,63.483333333333334,1.8166666666666667,1.3166666666666667,1.6666666666666667,0.1499999999999999,0.3500000000000001,On time (<=1h),False,False,<=20
ORD1447,2026-02-05 21:00:00,Penang,J&T Express,Scheduled,Birthday,Bouquet,BHC-CPK,Yes,5,2026-02-10 14:00:00,2026-02-09 12:59:00,2026-02-10 13:35:00,26,145,No,No,,0.0,-0.4166666666666667,5,2,True,Positive,False,87.98333333333333,24.6,25.016666666666666,23.275,1.3250000000000028,0.0,On time (<=1h),False,False,21-35
ORD1457,2026-02-05 21:58:00,Johor Bahru,J&T Express,Scheduled,Birthday,Flower Box,BHC-PNB,Yes,5,2026-02-10 16:00:00,2026-02-09 20:31:00,2026-02-10 16:08:00,26,189,No,No,,0.0,0.13333333333333333,5,2,True,Positive,False,94.55,19.616666666666667,19.483333333333334,23.275,0.0,3.7916666666666643,On time (<=1h),False,False,21-35
ORD1412,2026-02-06 07:23:00,Klang Valley,GrabExpress,Same Day,Congratulations,Bouquet,BHC-SUN,Yes,0,2026-02-06 18:00:00,2026-02-06 16:43:00,2026-02-06 18:13:00,13,169,No,No,,0.0,0.21666666666666667,0,1,True,Positive,True,9.333333333333334,1.5,1.2833333333333334,1.5583333333333333,0.0,0.2749999999999999,On time (<=1h),False,False,<=20
ORD1468,2026-02-06 08:00:00,Klang Valley,In-house Rider,Scheduled,Birthday,Bouquet,BHC-LPK,Yes,4,2026-02-10 12:00:00,2026-02-10 10:48:00,2026-02-10 12:05:00,26,179,No,No,,0.0,0.08333333333333333,4,1,True,Positive,False,98.8,1.2833333333333334,1.2,1.6666666666666667,0.0,0.4666666666666668,On time (<=1h),False,False,21-35
ORD1478,2026-02-06 08:00:00,Klang Valley,In-house Rider,Scheduled,Condolence,Bouquet,BHC-SYM,Yes,5,2026-02-11 16:00:00,2026-02-11 15:28:00,2026-02-11 16:27:00,31,219,No,No,,0.0,0.45,5,1,True,Positive,False,127.46666666666667,0.9833333333333333,0.5333333333333333,1.6666666666666667,0.0,1.1333333333333333,On time (<=1h),False,True,21-35
ORD1401,2026-02-06 08:35:00,Klang Valley,GrabExpress,Same Day,Birthday,Bouquet,BHC-LPK,Yes,0,2026-02-06 16:00:00,2026-02-06 13:42:00,2026-02-06 15:42:00,13,169,No,No,,0.0,-0.3,0,1,True,Positive,True,5.116666666666666,2.0,2.3,1.5583333333333333,0.44166666666666665,0.0,On time (<=1h),False,False,<=20
ORD1502,2026-02-06 08:35:00,Klang Valley,Lalamove,Scheduled,Other,Bouquet,BHC-CPK,Yes,5,2026-02-11 18:00:00,2026-02-11 16:09:00,2026-02-11 18:06:00,31,145,No,No,,0.0,0.1,5,1,True,Positive,False,127.56666666666666,1.95,1.85,1.6333333333333333,0.31666666666666665,0.0,On time (<=1h),False,False,21-35
ORD1548,2026-02-06 08:35:00,Penang,Ninja Van,Scheduled,Birthday,Gift Set,BHC-GST,No,7,2026-02-13 12:00:00,2026-02-12 13:57:00,2026-02-13 13:14:00,45,214,No,No,,0.0,1.2333333333333334,7,2,True,Positive,False,149.36666666666667,23.283333333333335,22.05,21.416666666666664,1.8666666666666707,0.0,1-6h late,False,False,36-50
ORD1454,2026-02-06 09:12:00,Klang Valley,Lalamove,Scheduled,Anniversary,Bouquet,BHC-RRB,Yes,4,2026-02-10 14:00:00,2026-02-10 13:09:00,2026-02-10 14:48:00,26,179,No,No,,0.0,0.8,4,1,True,Positive,False,99.95,1.65,0.85,1.6333333333333333,0.016666666666666607,0.7833333333333333,On time (<=1h),False,True,21-35
ORD1402,2026-02-06 09:23:00,Klang Valley,GrabExpress,Same Day,Condolence,Bouquet,BHC-SYM,Yes,0,2026-02-06 14:00:00,2026-02-06 12:47:00,2026-02-06 14:02:00,13,219,No,No,,0.0,0.03333333333333333,0,1,True,Positive,True,3.4,1.25,1.2166666666666666,1.5583333333333333,0.0,0.3416666666666668,On time (<=1h),False,True,<=20
ORD1565,2026-02-06 09:23:00,Klang Valley,In-house Rider,Scheduled,Grand Opening,Gift Set,BHC-GSC,No,7,2026-02-13 12:00:00,2026-02-13 11:31:00,2026-02-13 12:33:00,45,199,No,No,,0.0,0.55,7,1,True,Positive,False,170.13333333333333,1.0333333333333334,0.48333333333333334,1.6666666666666667,0.0,1.1833333333333333,On time (<=1h),False,True,36-50
ORD1404,2026-02-06 09:35:00,Klang Valley,In-house Rider,Same Day,Other,Hamper,BHC-FHP,No,0,2026-02-06 14:00:00,2026-02-06 12:45:00,2026-02-06 14:27:00,13,259,No,No,,0.0,0.45,0,1,True,Positive,True,3.1666666666666665,1.7,1.25,1.6666666666666667,0.033333333333333215,0.41666666666666674,On time (<=1h),False,False,<=20
ORD1513,2026-02-06 10:00:00,Klang Valley,GrabExpress,Scheduled,Birthday,Bouquet,BHC-CPK,Yes,6,2026-02-12 18:00:00,2026-02-12 18:05:00,2026-02-12 19:33:00,38,180,No,No,,0.0,1.55,6,1,True,Positive,False,152.08333333333334,1.4666666666666666,-0.08333333333333333,1.5583333333333333,0.0,1.6416666666666666,1-6h late,False,False,36-50
ORD1405,2026-02-06 10:35:00,Klang Valley,GrabExpress,Same Day,Birthday,Bouquet,BHC-HYD,Yes,0,2026-02-06 14:00:00,2026-02-06 13:01:00,2026-02-06 16:22:00,13,264,Yes,Yes,Damaged Flowers,173.99,2.3666666666666667,0,1,False,Negative,True,2.433333333333333,3.35,0.9833333333333333,1.5583333333333333,1.7916666666666667,0.5750000000000001,1-6h late,True,False,<=20
ORD1406,2026-02-06 11:00:00,Klang Valley,Lalamove,Same Day,Other,Bouquet,BHC-RCL,Yes,0,2026-02-06 18:00:00,2026-02-06 15:51:00,2026-02-06 18:40:00,13,170,No,No,,0.0,0.6666666666666666,0,1,True,Positive,True,4.85,2.816666666666667,2.15,1.6333333333333333,1.1833333333333336,0.0,On time (<=1h),False,False,<=20
ORD1422,2026-02-06 11:00:00,Johor Bahru,Pos Laju,Next Day,Other,Bouquet,BHC-BBW,Yes,1,2026-02-07 16:00:00,2026-02-06 12:36:00,2026-02-07 15:29:00,9,89,No,No,,0.0,-0.5166666666666667,1,2,True,Positive,True,1.6,26.883333333333333,27.4,22.0,4.883333333333333,0.0,On time (<=1h),False,False,<=20
ORD1560,2026-02-06 11:35:00,Klang Valley,Lalamove,Scheduled,Other,Bouquet,BHC-BBW,Yes,7,2026-02-13 12:00:00,2026-02-13 13:03:00,2026-02-13 13:44:00,45,89,No,No,,0.0,1.7333333333333334,7,1,True,Positive,False,169.46666666666667,0.6833333333333333,-1.05,1.6333333333333333,0.0,2.6833333333333336,1-6h late,False,False,36-50
ORD1460,2026-02-06 14:12:00,Other,J&T Express,Scheduled,Birthday,Flower Box,BHC-PNB,Yes,4,2026-02-10 16:00:00,2026-02-09 16:58:00,2026-02-10 16:42:00,26,189,No,No,,0.0,0.7,4,2,True,Positive,False,74.76666666666667,23.733333333333334,23.033333333333335,23.275,0.4583333333333357,0.2416666666666636,On time (<=1h),False,False,21-35
ORD1580,2026-02-06 14:35:00,Klang Valley,In-house Rider,Scheduled,Birthday,Flower Box,BHC-PNB,Yes,7,2026-02-13 12:00:00,2026-02-13 10:44:00,2026-02-13 13:03:00,45,224,Yes,Yes,Wrong Bouquet,194.36,1.05,7,1,True,Positive,False,164.15,2.316666666666667,1.2666666666666666,1.6666666666666667,0.6500000000000001,0.40000000000000013,1-6h late,True,False,36-50
ORD1519,2026-02-06 15:35:00,Klang Valley,GrabExpress,Scheduled,Birthday,Bouquet,BHC-SUN,Yes,6,2026-02-12 10:00:00,2026-02-12 09:36:00,2026-02-12 11:27:00,38,169,No,No,,0.0,1.45,6,1,True,Positive,False,138.01666666666668,1.85,0.4,1.5583333333333333,0.29166666666666674,1.1583333333333332,1-6h late,False,False,36-50
ORD1540,2026-02-06 16:58:00,Klang Valley,Lalamove,Scheduled,Other,Hamper,BHC-FHP,No,6,2026-02-12 12:00:00,2026-02-12 10:57:00,2026-02-12 13:10:00,38,259,No,No,,0.0,1.1666666666666667,6,1,True,Positive,False,137.98333333333332,2.216666666666667,1.05,1.6333333333333333,0.5833333333333335,0.5833333333333333,1-6h late,False,False,36-50
ORD1574,2026-02-06 17:23:00,Klang Valley,In-house Rider,Scheduled,Anniversary,Bouquet,BHC-RCL,Yes,7,2026-02-13 10:00:00,2026-02-13 09:52:00,2026-02-13 10:39:00,45,135,No,No,,0.0,0.65,7,1,True,Positive,False,160.48333333333332,0.7833333333333333,0.13333333333333333,1.6666666666666667,0.0,1.5333333333333334,On time (<=1h),False,True,36-50
ORD1572,2026-02-06 18:35:00,Johor Bahru,Ninja Van,Scheduled,Other,Bouquet,BHC-RCL,Yes,7,2026-02-13 14:00:00,2026-02-12 10:23:00,2026-02-13 14:48:00,45,135,No,No,,0.0,0.8,7,2,True,Positive,False,135.8,28.416666666666668,27.616666666666667,21.416666666666664,7.0000000000000036,0.0,On time (<=1h),False,False,36-50
ORD1423,2026-02-06 19:23:00,Klang Valley,Lalamove,Scheduled,Birthday,Bouquet,BHC-CPK,Yes,2,2026-02-08 18:00:00,2026-02-08 16:31:00,2026-02-08 18:52:00,15,145,No,No,,0.0,0.8666666666666667,2,1,True,Positive,False,45.13333333333333,2.35,1.4833333333333334,1.6333333333333333,0.7166666666666668,0.1499999999999999,On time (<=1h),False,False,<=20
ORD1420,2026-02-06 19:35:00,Penang,Pos Laju,Next Day,Congratulations,Bouquet,BHC-HYD,Yes,1,2026-02-07 16:00:00,2026-02-06 20:44:00,2026-02-07 17:13:00,9,249,No,No,,0.0,1.2166666666666666,1,2,True,Positive,True,1.15,20.483333333333334,19.266666666666666,22.0,0.0,2.7333333333333343,1-6h late,False,False,<=20
ORD1566,2026-02-06 20:00:00,Klang Valley,In-house Rider,Scheduled,Anniversary,Flower Box,BHC-RBX,Yes,7,2026-02-13 18:00:00,2026-02-13 18:21:00,2026-02-13 19:58:00,45,219,No,No,,0.0,1.9666666666666666,7,1,True,Positive,False,166.35,1.6166666666666667,-0.35,1.6666666666666667,0.0,2.0166666666666666,1-6h late,False,True,36-50
ORD1577,2026-02-06 21:58:00,Klang Valley,In-house Rider,Scheduled,Other,Bouquet,BHC-LPK,Yes,7,2026-02-13 12:00:00,2026-02-13 10:28:00,2026-02-13 12:36:00,45,204,No,No,,0.0,0.6,7,1,True,Positive,False,156.5,2.1333333333333333,1.5333333333333334,1.6666666666666667,0.46666666666666656,0.1333333333333333,On time (<=1h),False,False,36-50
ORD1418,2026-02-07 07:00:00,Klang Valley,Lalamove,Same Day,Anniversary,Bouquet,BHC-RCL,Yes,0,2026-02-07 14:00:00,2026-02-07 12:30:00,2026-02-07 14:14:00,9,135,No,No,,0.0,0.23333333333333334,0,1,True,Positive,True,5.5,1.7333333333333334,1.5,1.6333333333333333,0.10000000000000009,0.1333333333333333,On time (<=1h),False,True,<=20
