OrderID,Courier,DeliveryZone,DeliveryService,DailyOrderVolume,risk,IsLate,key_driver
ORD2746,Lalamove,Klang Valley,Scheduled,49,42,0,High daily volume
ORD2789,Ninja Van,Other,Next Day,47,42,0,Tight requested window
ORD2952,GrabExpress,Klang Valley,Same Day,12,42,0,Tight requested window
ORD2443,GrabExpress,Klang Valley,Same Day,13,42,0,Order value
ORD2997,Lalamove,Klang Valley,Same Day,9,42,0,Tight requested window
ORD1131,J&T Express,Other,Next Day,14,42,0,Klang Valley zone
ORD2153,Lalamove,Klang Valley,Same Day,16,42,0,Tight requested window
ORD1033,Ninja Van,Klang Valley,Next Day,12,41,0,Ninja Van
ORD2724,J&T Express,Penang,Next Day,49,41,0,High daily volume
ORD2814,GrabExpress,Klang Valley,Scheduled,47,41,0,High daily volume
ORD1740,Lalamove,Klang Valley,Same Day,10,41,0,Tight requested window
ORD2333,Pos Laju,Penang,Next Day,17,41,0,Tight requested window
ORD1830,Ninja Van,Penang,Scheduled,15,40,0,Klang Valley zone
ORD1169,Lalamove,Klang Valley,Same Day,9,40,0,Tight requested window
ORD2926,J&T Express,Penang,Next Day,11,40,0,Klang Valley zone
ORD3101,GrabExpress,Klang Valley,Same Day,12,40,0,Tight requested window
ORD1936,GrabExpress,Klang Valley,Same Day,13,40,0,Tight requested window
ORD1731,In-house Rider,Klang Valley,Same Day,9,39,0,Tight requested window
ORD2334,Pos Laju,Other,Next Day,17,39,1,Klang Valley zone
ORD1034,In-house Rider,Klang Valley,Same Day,12,39,0,Order value
ORD1761,GrabExpress,Klang Valley,Same Day,12,39,0,Tight requested window
ORD3333,In-house Rider,Klang Valley,Same Day,11,39,0,Tight requested window
ORD2265,In-house Rider,Klang Valley,Same Day,15,39,0,Tight requested window
ORD1137,GrabExpress,Klang Valley,Same Day,14,39,0,Tight requested window
ORD1644,J&T Express,Johor Bahru,Next Day,26,39,0,Klang Valley zone
ORD1833,J&T Express,Penang,Next Day,14,39,1,J&T Express
ORD2653,Ninja Van,Penang,Scheduled,37,39,0,Ninja Van
ORD3408,In-house Rider,Klang Valley,Same Day,10,38,0,Tight requested window
ORD3332,Pos Laju,Penang,Next Day,11,38,0,Klang Valley zone
ORD2507,Lalamove,Klang Valley,Same Day,17,38,0,Tight requested window
ORD3058,In-house Rider,Klang Valley,Same Day,17,38,0,Tight requested window
ORD3386,In-house Rider,Klang Valley,Same Day,13,38,0,Order hour
ORD1778,Lalamove,Klang Valley,Same Day,17,38,0,Tight requested window
ORD3061,J&T Express,Other,Next Day,17,37,0,Klang Valley zone
ORD1091,Pos Laju,Other,Next Day,10,37,0,Other zone
ORD1871,Ninja Van,Other,Scheduled,15,37,0,Klang Valley zone
ORD1536,GrabExpress,Klang Valley,Same Day,38,37,0,High daily volume
ORD1844,Pos Laju,Other,Scheduled,14,37,0,Other zone
ORD1766,GrabExpress,Klang Valley,Same Day,12,37,0,Tight requested window
ORD1779,J&T Express,Penang,Next Day,17,37,0,J&T Express
ORD2694,Pos Laju,Other,Scheduled,36,37,0,Klang Valley zone
ORD2476,GrabExpress,Klang Valley,Same Day,9,36,0,Tight requested window
ORD2639,In-house Rider,Klang Valley,Same Day,26,36,0,Tight requested window
ORD3316,GrabExpress,Klang Valley,Same Day,16,36,0,Tight requested window
ORD2027,In-house Rider,Klang Valley,Same Day,11,36,0,Tight requested window
ORD1587,GrabExpress,Klang Valley,Scheduled,57,36,0,High daily volume
ORD2525,Lalamove,Klang Valley,Same Day,10,36,0,Order value
ORD2942,Ninja Van,Other,Next Day,8,36,0,Ninja Van
ORD1806,J&T Express,Other,Next Day,13,36,0,Klang Valley zone
ORD1841,In-house Rider,Klang Valley,Same Day,14,36,1,Tight requested window
ORD1300,Pos Laju,Penang,Next Day,12,36,0,Klang Valley zone
ORD2473,GrabExpress,Klang Valley,Same Day,9,36,0,Tight requested window
ORD2168,In-house Rider,Klang Valley,Same Day,16,36,0,Tight requested window
ORD2274,Pos Laju,Other,Next Day,12,36,0,Klang Valley zone
ORD2225,GrabExpress,Klang Valley,Same Day,13,36,0,Tight requested window
ORD1649,GrabExpress,Klang Valley,Same Day,26,36,0,Tight requested window
ORD1817,In-house Rider,Klang Valley,Same Day,15,36,0,Order hour
ORD1388,In-house Rider,Klang Valley,Same Day,13,36,0,Tight requested window
ORD1401,GrabExpress,Klang Valley,Same Day,13,36,0,Tight requested window
ORD1092,GrabExpress,Klang Valley,Same Day,10,35,0,Tight requested window
ORD1147,Pos Laju,Other,Scheduled,13,35,0,Klang Valley zone
ORD3091,In-house Rider,Klang Valley,Same Day,12,35,0,Tight requested window
ORD2350,In-house Rider,Klang Valley,Same Day,13,35,0,Tight requested window
ORD1911,GrabExpress,Klang Valley,Same Day,14,35,0,Tight requested window
ORD2089,Pos Laju,Penang,Next Day,15,35,1,Klang Valley zone
ORD1347,Lalamove,Klang Valley,Same Day,14,35,0,Tight requested window
ORD2838,Ninja Van,Klang Valley,Next Day,12,35,0,Order hour
ORD3311,J&T Express,Other,Next Day,16,34,0,Klang Valley zone
ORD1832,In-house Rider,Klang Valley,Same Day,14,34,0,Tight requested window
ORD1866,Lalamove,Klang Valley,Same Day,15,34,0,Tight requested window
ORD1295,Ninja Van,Johor Bahru,Next Day,10,34,0,Order hour
ORD3289,GrabExpress,Klang Valley,Same Day,11,34,0,Tight requested window
ORD1684,J&T Express,Johor Bahru,Next Day,24,34,0,Klang Valley zone
ORD1412,GrabExpress,Klang Valley,Same Day,13,34,0,Tight requested window
ORD1794,GrabExpress,Klang Valley,Same Day,9,34,0,Tight requested window
ORD2291,Ninja Van,Penang,Next Day,14,34,0,Klang Valley zone
ORD1726,GrabExpress,Klang Valley,Same Day,9,34,0,Tight requested window
ORD2554,Ninja Van,Other,Scheduled,10,34,0,Klang Valley zone
ORD1155,Ninja Van,Other,Next Day,11,34,0,Klang Valley zone
ORD3080,Pos Laju,Penang,Scheduled,11,34,0,Klang Valley zone
ORD1546,GrabExpress,Klang Valley,Same Day,45,33,0,High daily volume
ORD2048,In-house Rider,Klang Valley,Same Day,14,33,0,Tight requested window
ORD1275,Ninja Van,Penang,Next Day,15,33,0,Klang Valley zone
ORD2405,In-house Rider,Klang Valley,Same Day,15,33,0,Order value
ORD2003,Lalamove,Klang Valley,Same Day,17,33,0,Tight requested window
ORD1475,J&T Express,Penang,Next Day,31,33,0,Klang Valley zone
ORD2244,GrabExpress,Klang Valley,Same Day,10,33,0,Order value
ORD3305,GrabExpress,Klang Valley,Same Day,12,32,0,Tight requested window
ORD2778,Pos Laju,Other,Next Day,47,32,0,High daily volume
ORD2046,Pos Laju,Other,Scheduled,9,32,1,Klang Valley zone
ORD1289,Pos Laju,Other,Scheduled,15,32,0,Klang Valley zone
ORD2661,Pos Laju,Penang,Next Day,37,32,0,High daily volume
ORD2075,GrabExpress,Klang Valley,Same Day,11,32,0,Tight requested window
ORD1823,Ninja Van,Other,Scheduled,15,32,0,Klang Valley zone
ORD1326,Pos Laju,Other,Next Day,13,32,0,Other zone
ORD2322,GrabExpress,Klang Valley,Same Day,10,32,0,In-house Rider
ORD2241,Pos Laju,Johor Bahru,Scheduled,12,31,0,Order value
ORD3111,Ninja Van,Johor Bahru,Next Day,12,31,0,Klang Valley zone
ORD3116,Lalamove,Klang Valley,Same Day,12,31,0,Tight requested window
ORD1083,GrabExpress,Klang Valley,Same Day,10,31,0,Order value
ORD3122,In-house Rider,Klang Valley,Same Day,12,31,0,Tight requested window
ORD2984,Ninja Van,Penang,Next Day,18,31,0,Klang Valley zone
ORD3004,GrabExpress,Klang Valley,Same Day,12,31,0,Order value
ORD1254,Ninja Van,Other,Next Day,10,31,0,Klang Valley zone
ORD3201,J&T Express,Other,Next Day,13,31,1,Klang Valley zone
ORD1350,Pos Laju,Johor Bahru,Next Day,14,31,0,Order hour
ORD1919,GrabExpress,Klang Valley,Same Day,9,31,0,Tight requested window
ORD2009,Pos Laju,Other,Next Day,14,31,0,Order value
ORD2845,J&T Express,Johor Bahru,Scheduled,16,31,0,Klang Valley zone
ORD2633,Lalamove,Klang Valley,Same Day,26,31,0,Tight requested window
ORD3323,GrabExpress,Klang Valley,Same Day,16,30,0,Tight requested window
ORD1379,GrabExpress,Klang Valley,Same Day,9,30,0,Tight requested window
ORD2212,Ninja Van,Other,Next Day,14,30,0,Order value
ORD1420,Pos Laju,Penang,Next Day,9,30,0,Klang Valley zone
ORD1705,Lalamove,Klang Valley,Same Day,23,30,0,Tight requested window
ORD1355,GrabExpress,Klang Valley,Same Day,14,30,0,Tight requested window
ORD1922,Ninja Van,Johor Bahru,Scheduled,9,30,0,Klang Valley zone
ORD1869,In-house Rider,Klang Valley,Same Day,15,30,0,Order value
ORD1788,J&T Express,Other,Next Day,9,30,0,Klang Valley zone
ORD2596,Ninja Van,Other,Next Day,13,30,0,Klang Valley zone
ORD2886,GrabExpress,Klang Valley,Same Day,14,30,0,Tight requested window
ORD2613,Pos Laju,Penang,Next Day,13,30,0,Klang Valley zone
ORD1281,J&T Express,Johor Bahru,Next Day,15,30,0,Klang Valley zone
ORD1093,Pos Laju,Other,Next Day,10,30,0,Other zone
ORD3113,Lalamove,Klang Valley,Same Day,12,30,0,Tight requested window
ORD3273,Pos Laju,Penang,Next Day,15,30,0,Klang Valley zone
ORD1657,Pos Laju,Other,Scheduled,26,30,0,Klang Valley zone
ORD3382,Lalamove,Klang Valley,Same Day,13,30,0,Tight requested window
ORD1466,GrabExpress,Klang Valley,Same Day,26,29,0,Tight requested window
ORD1266,J&T Express,Other,Next Day,14,29,0,Klang Valley zone
ORD2504,Lalamove,Klang Valley,Same Day,17,29,0,Tight requested window
ORD3151,Ninja Van,Penang,Next Day,16,29,0,Klang Valley zone
ORD2534,Pos Laju,Penang,Next Day,15,29,1,Klang Valley zone
ORD3257,Ninja Van,Penang,Next Day,10,29,0,Klang Valley zone
ORD2774,Ninja Van,Johor Bahru,Scheduled,47,29,0,High daily volume
ORD3125,Ninja Van,Penang,Next Day,12,29,0,Klang Valley zone
ORD2415,GrabExpress,Klang Valley,Same Day,13,29,0,Tight requested window
ORD2933,GrabExpress,Klang Valley,Same Day,10,28,0,Tight requested window
ORD2969,Lalamove,Klang Valley,Same Day,12,28,0,Tight requested window
ORD1141,GrabExpress,Klang Valley,Same Day,13,28,0,Tight requested window
ORD1345,GrabExpress,Klang Valley,Same Day,14,28,0,Tight requested window
ORD2160,GrabExpress,Klang Valley,Same Day,16,28,0,Tight requested window
ORD1292,GrabExpress,Klang Valley,Same Day,10,28,0,Order weekday
ORD2335,In-house Rider,Klang Valley,Same Day,17,28,0,Tight requested window
ORD3166,J&T Express,Other,Next Day,13,28,0,Klang Valley zone
ORD2692,Ninja Van,Penang,Scheduled,36,28,0,Klang Valley zone
ORD2275,J&T Express,Other,Next Day,12,28,0,Klang Valley zone
ORD1029,Pos Laju,Penang,Next Day,12,28,0,Klang Valley zone
ORD1298,GrabExpress,Klang Valley,Same Day,10,28,0,Tight requested window
ORD1425,Ninja Van,Penang,Next Day,15,28,0,Klang Valley zone
ORD1838,Ninja Van,Penang,Next Day,14,28,0,Ninja Van
ORD3159,Ninja Van,Other,Scheduled,11,28,0,Klang Valley zone
ORD3128,Pos Laju,Penang,Scheduled,11,28,0,Klang Valley zone
ORD3402,Lalamove,Klang Valley,Same Day,10,27,0,Tight requested window
ORD2995,Ninja Van,Johor Bahru,Next Day,9,27,0,Ninja Van
ORD1387,J&T Express,Other,Next Day,8,27,0,Klang Valley zone
ORD2382,Lalamove,Klang Valley,Same Day,11,27,0,Tight requested window
ORD2084,Ninja Van,Penang,Scheduled,15,27,0,Klang Valley zone
ORD2861,Ninja Van,Other,Scheduled,14,27,0,Klang Valley zone
ORD1836,GrabExpress,Klang Valley,Same Day,14,27,0,Tight requested window
ORD2242,J&T Express,Penang,Next Day,12,27,0,Klang Valley zone
ORD1314,Ninja Van,Penang,Next Day,12,27,0,Klang Valley zone
ORD1772,J&T Express,Johor Bahru,Next Day,17,27,0,Klang Valley zone
ORD1707,Lalamove,Klang Valley,Same Day,23,26,0,Tight requested window
ORD2339,In-house Rider,Klang Valley,Same Day,17,26,0,Tight requested window
ORD3219,Ninja Van,Johor Bahru,Scheduled,19,26,0,Klang Valley zone
ORD2715,Ninja Van,Penang,Scheduled,36,26,0,Ninja Van
ORD1152,Ninja Van,Penang,Scheduled,13,26,0,Klang Valley zone
ORD2831,Ninja Van,Other,Next Day,12,26,0,Klang Valley zone
ORD2848,Ninja Van,Penang,Scheduled,16,26,0,Klang Valley zone
ORD1117,J&T Express,Other,Next Day,13,26,0,Klang Valley zone
ORD1488,Lalamove,Klang Valley,Same Day,31,26,0,High daily volume
ORD1221,Ninja Van,Other,Scheduled,11,26,0,Klang Valley zone
ORD3328,Ninja Van,Klang Valley,Next Day,11,26,0,Ninja Van
ORD1874,GrabExpress,Klang Valley,Same Day,15,26,0,Tight requested window
ORD2051,GrabExpress,Klang Valley,Same Day,14,25,0,Tight requested window
ORD2896,In-house Rider,Klang Valley,Same Day,17,25,0,Tight requested window
ORD2002,Pos Laju,Johor Bahru,Scheduled,17,25,0,Klang Valley zone
ORD1658,In-house Rider,Klang Valley,Same Day,26,25,0,Tight requested window
ORD2807,Lalamove,Klang Valley,Next Day,47,25,0,High daily volume
ORD3390,J&T Express,Other,Next Day,14,25,0,Klang Valley zone
ORD1354,J&T Express,Other,Scheduled,14,25,0,Klang Valley zone
ORD2605,Ninja Van,Penang,Next Day,8,25,0,Ninja Van
ORD3139,J&T Express,Other,Next Day,16,25,0,Klang Valley zone
ORD3225,In-house Rider,Klang Valley,Same Day,19,25,0,Tight requested window
ORD1650,Ninja Van,Other,Scheduled,26,25,0,Klang Valley zone
ORD3420,J&T Express,Penang,Next Day,12,25,0,Klang Valley zone
ORD3022,Lalamove,Klang Valley,Same Day,10,25,0,Tight requested window
ORD1632,Lalamove,Klang Valley,Scheduled,57,25,0,High daily volume
ORD1208,J&T Express,Other,Scheduled,16,25,0,Klang Valley zone
ORD3326,GrabExpress,Klang Valley,Same Day,11,25,0,Tight requested window
ORD1394,Pos Laju,Penang,Next Day,13,25,0,Klang Valley zone
ORD2966,Lalamove,Klang Valley,Same Day,12,25,0,Tight requested window
ORD2576,Ninja Van,Johor Bahru,Next Day,11,25,0,Klang Valley zone
ORD2912,Ninja Van,Penang,Scheduled,13,24,0,Klang Valley zone
ORD1821,J&T Express,Johor Bahru,Next Day,15,24,0,Klang Valley zone
ORD3395,Ninja Van,Johor Bahru,Scheduled,14,24,0,Klang Valley zone
ORD1843,J&T Express,Other,Next Day,14,24,0,Klang Valley zone
ORD2115,J&T Express,Other,Next Day,10,24,0,Klang Valley zone
ORD3006,Lalamove,Klang Valley,Same Day,12,24,0,Tight requested window
ORD1899,Lalamove,Klang Valley,Same Day,10,24,0,Tight requested window
ORD2403,In-house Rider,Klang Valley,Same Day,15,24,0,Tight requested window
ORD1280,Ninja Van,Johor Bahru,Next Day,15,24,0,Klang Valley zone
ORD3334,Lalamove,Klang Valley,Same Day,11,24,0,Tight requested window
ORD3141,GrabExpress,Klang Valley,Same Day,16,24,0,Tight requested window
ORD2303,Ninja Van,Penang,Scheduled,11,24,0,Klang Valley zone
ORD3192,GrabExpress,Klang Valley,Same Day,15,24,0,Order value
ORD2344,Lalamove,Klang Valley,Same Day,17,24,0,Tight requested window
ORD1674,Ninja Van,Other,Scheduled,24,24,0,Klang Valley zone
ORD1622,GrabExpress,Klang Valley,Next Day,57,24,0,High daily volume
ORD2106,GrabExpress,Klang Valley,Same Day,11,23,1,In-house Rider
ORD1991,Pos Laju,Other,Scheduled,17,23,0,Klang Valley zone
ORD1129,Lalamove,Klang Valley,Same Day,14,23,0,Tight requested window
ORD2515,Lalamove,Klang Valley,Same Day,10,23,0,Tight requested window
ORD3361,GrabExpress,Klang Valley,Same Day,12,23,0,Tight requested window
ORD1276,GrabExpress,Klang Valley,Same Day,15,23,0,Tight requested window
ORD1167,In-house Rider,Klang Valley,Same Day,9,23,0,Tight requested window
ORD2026,Pos Laju,Johor Bahru,Next Day,11,23,0,Klang Valley zone
ORD2499,Ninja Van,Penang,Next Day,17,23,0,Klang Valley zone
ORD1069,Ninja Van,Other,Next Day,12,23,1,Klang Valley zone
ORD1752,GrabExpress,Klang Valley,Same Day,14,23,0,Tight requested window
ORD3140,Lalamove,Klang Valley,Same Day,16,23,0,Tight requested window
ORD3179,J&T Express,Penang,Scheduled,15,23,0,Klang Valley zone
ORD2377,Ninja Van,Other,Next Day,8,23,0,Klang Valley zone
ORD1738,J&T Express,Johor Bahru,Scheduled,10,23,0,Klang Valley zone
ORD2612,Pos Laju,Other,Scheduled,13,23,0,Klang Valley zone
ORD2306,Pos Laju,Other,Next Day,16,23,0,Klang Valley zone
ORD1303,Lalamove,Klang Valley,Same Day,12,23,0,Tight requested window
ORD1732,Lalamove,Klang Valley,Same Day,9,23,0,Tight requested window
ORD1120,J&T Express,Penang,Next Day,13,23,0,Klang Valley zone
ORD1075,Pos Laju,Other,Next Day,12,23,0,Klang Valley zone
ORD2784,GrabExpress,Klang Valley,Scheduled,47,23,0,High daily volume
ORD2559,J&T Express,Johor Bahru,Next Day,10,23,0,Klang Valley zone
ORD2690,GrabExpress,Klang Valley,Same Day,36,23,0,High daily volume
ORD1734,GrabExpress,Klang Valley,Same Day,10,23,0,Order value
ORD2422,In-house Rider,Klang Valley,Same Day,15,23,0,Tight requested window
ORD2498,GrabExpress,Klang Valley,Same Day,17,22,0,Tight requested window
ORD3138,Lalamove,Klang Valley,Same Day,16,22,0,Order hour
ORD3171,Lalamove,Klang Valley,Same Day,13,22,0,Tight requested window
ORD2328,Pos Laju,Other,Scheduled,10,22,0,Klang Valley zone
ORD1935,J&T Express,Penang,Scheduled,13,22,0,Klang Valley zone
ORD1895,Ninja Van,Klang Valley,Next Day,10,22,0,Ninja Van
ORD3057,In-house Rider,Klang Valley,Same Day,17,22,0,Tight requested window
ORD2567,Ninja Van,Johor Bahru,Next Day,11,22,0,Klang Valley zone
ORD1584,Pos Laju,Penang,Next Day,45,22,0,High daily volume
ORD3275,J&T Express,Other,Next Day,15,22,0,Klang Valley zone
ORD1537,J&T Express,Other,Next Day,38,22,0,High daily volume
ORD3378,In-house Rider,Klang Valley,Same Day,13,22,0,Order value
ORD2129,J&T Express,Penang,Next Day,8,22,0,Klang Valley zone
ORD2697,GrabExpress,Klang Valley,Same Day,36,22,0,High daily volume
ORD2098,In-house Rider,Klang Valley,Same Day,11,22,1,Tight requested window
ORD2856,Pos Laju,Johor Bahru,Next Day,6,22,0,Klang Valley zone
ORD3187,Lalamove,Klang Valley,Same Day,15,22,0,Tight requested window
ORD2391,In-house Rider,Klang Valley,Same Day,15,22,0,Tight requested window
ORD2492,Ninja Van,Other,Next Day,11,22,0,Klang Valley zone
ORD1985,Pos Laju,Penang,Scheduled,13,22,0,Klang Valley zone
ORD2735,Pos Laju,Penang,Next Day,49,22,0,High daily volume
ORD1272,GrabExpress,Klang Valley,Same Day,14,22,0,Tight requested window
ORD2765,J&T Express,Penang,Scheduled,49,22,0,High daily volume
ORD2292,Pos Laju,Other,Scheduled,14,22,0,Klang Valley zone
ORD2081,GrabExpress,Klang Valley,Same Day,11,22,0,Tight requested window
ORD1978,GrabExpress,Klang Valley,Same Day,13,22,0,Order hour
ORD3403,Lalamove,Klang Valley,Same Day,10,21,0,Tight requested window
ORD2593,Pos Laju,Other,Scheduled,13,21,0,Klang Valley zone
ORD2389,In-house Rider,Klang Valley,Same Day,11,21,0,Tight requested window
ORD2771,Pos Laju,Penang,Next Day,47,21,0,High daily volume
ORD2783,J&T Express,Other,Scheduled,47,21,0,High daily volume
ORD1755,Pos Laju,Other,Scheduled,14,21,0,Klang Valley zone
ORD2355,Ninja Van,Other,Next Day,13,21,0,Klang Valley zone
ORD2791,Ninja Van,Penang,Next Day,47,21,0,High daily volume
ORD2359,In-house Rider,Klang Valley,Next Day,13,21,0,Order value
ORD2349,GrabExpress,Klang Valley,Same Day,13,21,0,Order value
ORD2215,Lalamove,Klang Valley,Same Day,14,21,0,Tight requested window
ORD2632,GrabExpress,Klang Valley,Same Day,26,21,0,Tight requested window
ORD2396,Ninja Van,Johor Bahru,Next Day,15,21,0,Klang Valley zone
ORD1340,J&T Express,Johor Bahru,Next Day,8,21,0,Klang Valley zone
ORD2973,In-house Rider,Klang Valley,Same Day,18,21,0,Tight requested window
ORD3325,Lalamove,Klang Valley,Same Day,11,21,0,Tight requested window
ORD2913,GrabExpress,Klang Valley,Next Day,13,21,0,Order value
ORD1241,Ninja Van,Johor Bahru,Scheduled,12,21,0,Klang Valley zone
ORD1217,Lalamove,Klang Valley,Same Day,11,21,0,In-house Rider
ORD1857,GrabExpress,Klang Valley,Same Day,15,21,0,Tight requested window
ORD1901,GrabExpress,Klang Valley,Same Day,10,21,0,Tight requested window
ORD1178,Pos Laju,Other,Scheduled,8,21,0,Klang Valley zone
ORD2619,In-house Rider,Klang Valley,Same Day,13,21,0,Tight requested window
ORD2840,J&T Express,Johor Bahru,Next Day,16,21,0,Klang Valley zone
ORD1834,J&T Express,Johor Bahru,Next Day,14,21,0,Klang Valley zone
ORD3066,In-house Rider,Klang Valley,Same Day,17,21,0,Tight requested window
ORD2200,Pos Laju,Other,Next Day,11,21,0,Klang Valley zone
ORD2232,GrabExpress,Klang Valley,Same Day,12,21,0,Tight requested window
ORD2301,GrabExpress,Klang Valley,Same Day,11,21,0,Tight requested window
ORD3172,Pos Laju,Johor Bahru,Next Day,13,21,0,Klang Valley zone
ORD2591,In-house Rider,Klang Valley,Same Day,13,21,0,Tight requested window
ORD2733,Lalamove,Klang Valley,Scheduled,49,21,0,High daily volume
ORD2282,GrabExpress,Klang Valley,Same Day,14,21,0,Order value
ORD3358,Lalamove,Klang Valley,Same Day,12,21,0,Tight requested window
ORD3406,Pos Laju,Penang,Scheduled,10,21,0,Klang Valley zone
ORD2031,Pos Laju,Other,Next Day,9,21,1,Klang Valley zone
ORD2474,Pos Laju,Johor Bahru,Next Day,9,20,0,Klang Valley zone
ORD1668,Lalamove,Klang Valley,Same Day,26,20,0,Tight requested window
ORD1492,Ninja Van,Penang,Next Day,31,20,0,Klang Valley zone
ORD1309,Ninja Van,Penang,Next Day,12,20,0,Klang Valley zone
ORD1055,Lalamove,Klang Valley,Same Day,11,20,0,Tight requested window
ORD3253,Pos Laju,Penang,Next Day,10,20,0,Klang Valley zone
ORD2817,Ninja Van,Penang,Scheduled,11,20,0,Klang Valley zone
ORD3261,Ninja Van,Johor Bahru,Scheduled,11,20,0,Klang Valley zone
ORD1921,Lalamove,Klang Valley,Same Day,9,20,0,Tight requested window
ORD1158,GrabExpress,Klang Valley,Same Day,11,20,0,Tight requested window
ORD1634,J&T Express,Other,Next Day,57,20,0,High daily volume
ORD2255,GrabExpress,Klang Valley,Same Day,15,20,0,Order value
ORD1448,In-house Rider,Klang Valley,Same Day,26,20,0,Order hour
ORD3364,In-house Rider,Klang Valley,Same Day,12,20,0,Tight requested window
ORD2558,Pos Laju,Other,Next Day,10,20,0,Klang Valley zone
ORD1691,Lalamove,Klang Valley,Same Day,24,20,0,Tight requested window
ORD2314,In-house Rider,Klang Valley,Same Day,16,20,0,Tight requested window
ORD3277,Ninja Van,Other,Scheduled,15,20,0,Klang Valley zone
ORD2191,Pos Laju,Johor Bahru,Scheduled,12,20,0,Klang Valley zone
ORD3231,Ninja Van,Johor Bahru,Next Day,19,20,0,Klang Valley zone
ORD3235,In-house Rider,Klang Valley,Same Day,19,20,0,Tight requested window
ORD2273,GrabExpress,Klang Valley,Same Day,12,20,0,Tight requested window
ORD2615,Lalamove,Klang Valley,Same Day,13,20,0,Tight requested window
ORD2549,Lalamove,Klang Valley,Same Day,10,20,0,Order value
ORD3309,J&T Express,Other,Next Day,16,19,1,Klang Valley zone
ORD2485,Pos Laju,Other,Scheduled,11,19,0,Klang Valley zone
ORD1048,In-house Rider,Klang Valley,Same Day,15,19,0,Tight requested window
ORD3396,GrabExpress,Klang Valley,Same Day,14,19,0,Tight requested window
ORD2491,In-house Rider,Klang Valley,Same Day,11,19,0,Tight requested window
ORD1973,Pos Laju,Other,Next Day,13,19,0,Klang Valley zone
ORD1868,Lalamove,Klang Valley,Same Day,15,19,0,Tight requested window
ORD2380,In-house Rider,Klang Valley,Same Day,11,19,0,Order hour
ORD2136,GrabExpress,Klang Valley,Same Day,9,19,0,Tight requested window
ORD1999,Lalamove,Klang Valley,Same Day,17,19,0,Tight requested window
ORD3081,Lalamove,Klang Valley,Same Day,11,19,0,In-house Rider
ORD1947,Lalamove,Klang Valley,Same Day,12,19,0,Order weekday
ORD2356,Ninja Van,Johor Bahru,Scheduled,13,19,0,Klang Valley zone
ORD1951,J&T Express,Johor Bahru,Scheduled,12,19,0,Klang Valley zone
ORD1945,J&T Express,Penang,Next Day,12,19,0,Klang Valley zone
ORD2948,In-house Rider,Klang Valley,Same Day,12,19,0,Tight requested window
ORD2531,GrabExpress,Klang Valley,Same Day,10,19,0,Tight requested window
ORD1290,GrabExpress,Klang Valley,Same Day,10,19,0,In-house Rider
ORD3254,Ninja Van,Johor Bahru,Scheduled,10,19,0,Klang Valley zone
ORD2898,Ninja Van,Johor Bahru,Next Day,17,19,0,Klang Valley zone
ORD1136,Pos Laju,Penang,Scheduled,14,19,0,Klang Valley zone
ORD1072,Lalamove,Klang Valley,Same Day,12,19,0,Order value
ORD2490,Lalamove,Klang Valley,Same Day,11,19,0,Order value
ORD2723,Ninja Van,Other,Scheduled,49,19,0,High daily volume
ORD2664,Ninja Van,Johor Bahru,Scheduled,37,19,0,Klang Valley zone
ORD3056,Lalamove,Klang Valley,Same Day,17,19,0,Tight requested window
ORD1306,Pos Laju,Johor Bahru,Next Day,12,18,0,Klang Valley zone
ORD1323,Pos Laju,Penang,Scheduled,12,18,0,Klang Valley zone
ORD2151,Pos Laju,Other,Scheduled,12,18,0,Klang Valley zone
ORD2103,GrabExpress,Klang Valley,Same Day,11,18,0,In-house Rider
ORD1198,In-house Rider,Klang Valley,Same Day,16,18,0,GrabExpress
ORD1746,Lalamove,Klang Valley,Same Day,14,18,0,Tight requested window
ORD3223,GrabExpress,Klang Valley,Same Day,19,18,0,Tight requested window
ORD2304,In-house Rider,Klang Valley,Same Day,11,18,0,Tight requested window
ORD1884,Lalamove,Klang Valley,Same Day,11,18,0,Tight requested window
ORD1780,J&T Express,Penang,Next Day,17,18,0,Klang Valley zone
ORD2910,Pos Laju,Other,Next Day,13,18,0,Klang Valley zone
ORD2824,GrabExpress,Klang Valley,Same Day,11,18,0,Order weekday
ORD2000,Ninja Van,Other,Scheduled,17,18,0,Klang Valley zone
ORD2634,In-house Rider,Klang Valley,Same Day,26,18,0,Tight requested window
ORD1393,Ninja Van,Penang,Next Day,13,18,0,Klang Valley zone
ORD1686,GrabExpress,Klang Valley,Same Day,24,18,0,Tight requested window
ORD3009,Ninja Van,Penang,Scheduled,12,18,0,Klang Valley zone
ORD2323,J&T Express,Other,Scheduled,10,18,0,Klang Valley zone
ORD1717,GrabExpress,Klang Valley,Same Day,9,18,0,Tight requested window
ORD2023,J&T Express,Johor Bahru,Next Day,11,18,0,Klang Valley zone
ORD2849,Ninja Van,Penang,Next Day,16,18,0,Klang Valley zone
ORD2050,GrabExpress,Klang Valley,Same Day,14,18,0,Tight requested window
ORD3301,Ninja Van,Other,Next Day,12,18,0,Klang Valley zone
ORD2880,J&T Express,Johor Bahru,Next Day,14,18,0,Klang Valley zone
ORD3423,Pos Laju,Other,Next Day,12,17,0,Klang Valley zone
ORD1464,In-house Rider,Klang Valley,Same Day,26,17,0,Order hour
ORD2773,Ninja Van,Johor Bahru,Next Day,47,17,0,High daily volume
