OrderID,Courier,DeliveryZone,DeliveryService,DailyOrderVolume,risk,key_driver,OnTime,LatenessHours,RefundAmount,CourierDelayHours,InternalDelayHours
ORD1561,GrabExpress,Klang Valley,Scheduled,45,11,High daily volume,True,1.9333333333333331,0.0,0.0249999999999999,1.9083333333333328
ORD1623,Pos Laju,Johor Bahru,Scheduled,57,7,High daily volume,True,6.616666666666666,0.0,5.983333333333334,0.6333333333333329
ORD1555,In-house Rider,Klang Valley,Scheduled,45,5,High daily volume,True,1.2,0.0,0.5833333333333333,0.6166666666666667
ORD1446,GrabExpress,Klang Valley,Same Day,26,44,Tight requested window,True,0.4666666666666667,0.0,0.2916666666666667,0.175
ORD1465,In-house Rider,Klang Valley,Same Day,26,51,Tight requested window,True,0.7333333333333333,0.0,0.3166666666666666,0.4166666666666667
ORD1464,In-house Rider,Klang Valley,Same Day,26,17,Order hour,True,0.5,0.0,0.3166666666666666,0.1833333333333333
ORD1448,In-house Rider,Klang Valley,Same Day,26,20,Order hour,True,0.2333333333333333,0.0,0.1166666666666667,0.1166666666666667
ORD1466,GrabExpress,Klang Valley,Same Day,26,29,Tight requested window,True,0.7,0.0,0.2916666666666667,0.4083333333333334
ORD1452,GrabExpress,Klang Valley,Same Day,26,10,Order value,True,0.2333333333333333,0.0,0.0,0.375
ORD1538,Lalamove,Klang Valley,Scheduled,38,14,High daily volume,True,1.2833333333333334,0.0,0.8166666666666669,0.4666666666666665
ORD1461,In-house Rider,Klang Valley,Same Day,26,4,Same Day service,True,0.6833333333333333,0.0,0.9333333333333332,0.0
ORD1683,J&T Express,Johor Bahru,Scheduled,24,9,Klang Valley zone,True,-0.7833333333333333,0.0,0.0,1.3083333333333336
ORD1697,Lalamove,Klang Valley,Scheduled,23,0,In-house Rider,True,-0.0666666666666666,0.0,0.0,0.4499999999999999
ORD1522,GrabExpress,Klang Valley,Scheduled,38,6,High daily volume,True,1.7833333333333334,0.0,0.9583333333333331,0.8250000000000001
ORD1702,GrabExpress,Klang Valley,Scheduled,23,1,In-house Rider,True,0.0666666666666666,0.0,0.3583333333333334,0.0
ORD1511,GrabExpress,Klang Valley,Scheduled,38,4,High daily volume,True,1.3666666666666667,0.0,0.8916666666666668,0.4750000000000001
ORD1583,GrabExpress,Klang Valley,Scheduled,45,5,High daily volume,True,1.1333333333333333,0.0,0.6083333333333332,0.5249999999999999
ORD1610,Pos Laju,Johor Bahru,Scheduled,57,95,High daily volume,False,10.7,127.41,5.933333333333334,4.766666666666666
ORD1483,Ninja Van,Other,Next Day,31,14,Klang Valley zone,True,10.2,116.2,7.783333333333335,2.4166666666666643
ORD1492,Ninja Van,Penang,Next Day,31,20,Klang Valley zone,True,1.4166666666666667,0.0,0.0,2.5333333333333314
ORD1596,GrabExpress,Klang Valley,Scheduled,57,10,High daily volume,True,9.066666666666666,0.0,1.175,7.891666666666667
ORD1485,Ninja Van,Klang Valley,Next Day,31,90,Order hour,False,11.283333333333331,175.84,7.866666666666671,3.4166666666666643
ORD1475,J&T Express,Penang,Next Day,31,33,Klang Valley zone,True,3.716666666666667,0.0,0.0,7.474999999999998
ORD1497,Ninja Van,Other,Next Day,31,65,Order hour,True,0.45,0.0,0.0,3.2666666666666657
ORD1472,Lalamove,Klang Valley,Same Day,31,72,High daily volume,False,1.45,0.0,0.0,1.4833333333333334
ORD1477,In-house Rider,Klang Valley,Same Day,31,94,Tight requested window,False,2.2333333333333334,0.0,0.8333333333333333,1.4
ORD1619,Lalamove,Klang Valley,Scheduled,57,5,High daily volume,True,3.333333333333333,0.0,0.3999999999999999,2.9333333333333336
ORD1495,In-house Rider,Klang Valley,Same Day,31,95,Tight requested window,False,2.066666666666667,0.0,0.0,2.3666666666666667
ORD1481,Lalamove,Klang Valley,Same Day,31,87,High daily volume,False,1.9,0.0,0.0,2.6
ORD1489,In-house Rider,Klang Valley,Same Day,31,96,High daily volume,False,1.75,0.0,0.0,2.3
ORD1494,GrabExpress,Klang Valley,Same Day,31,91,High daily volume,False,2.2666666666666666,0.0,0.3416666666666665,1.925
ORD1703,Ninja Van,Johor Bahru,Scheduled,23,2,Klang Valley zone,True,0.25,0.0,2.783333333333335,0.0
ORD1482,Lalamove,Klang Valley,Same Day,31,89,High daily volume,False,1.9666666666666663,99.56,0.3666666666666667,1.6
ORD1667,Ninja Van,Johor Bahru,Scheduled,26,6,Klang Valley zone,True,0.85,0.0,0.0,2.833333333333332
ORD1490,Lalamove,Klang Valley,Same Day,31,79,High daily volume,True,0.3,0.0,0.0,0.4166666666666667
ORD1568,In-house Rider,Klang Valley,Scheduled,45,2,High daily volume,True,2.0,0.0,0.0,2.1
ORD1479,GrabExpress,Klang Valley,Same Day,31,58,High daily volume,False,1.5333333333333334,0.0,0.3083333333333333,1.225
ORD1476,Lalamove,Klang Valley,Same Day,31,90,High daily volume,False,1.25,0.0,0.4166666666666665,0.8333333333333333
ORD1480,In-house Rider,Klang Valley,Same Day,31,47,High daily volume,True,0.55,0.0,0.0,0.7833333333333334
ORD1600,In-house Rider,Klang Valley,Scheduled,57,3,High daily volume,True,4.883333333333334,0.0,0.0,5.166666666666667
ORD1488,Lalamove,Klang Valley,Same Day,31,26,High daily volume,True,0.4833333333333333,0.0,0.0,0.55
ORD1712,GrabExpress,Klang Valley,Scheduled,23,0,In-house Rider,True,0.3333333333333333,0.0,0.0,0.3416666666666668
ORD1687,J&T Express,Penang,Scheduled,24,7,Klang Valley zone,True,1.8833333333333333,0.0,3.658333333333335,0.0
ORD1677,GrabExpress,Klang Valley,Scheduled,24,0,Order value,True,0.7333333333333333,0.0,0.0,0.7916666666666666
ORD1578,Ninja Van,Other,Scheduled,45,91,High daily volume,False,18.75,0.0,19.016666666666666,0.0
ORD1539,Lalamove,Klang Valley,Next Day,38,6,High daily volume,True,1.4833333333333334,0.0,0.75,0.7333333333333333
ORD1535,Ninja Van,Klang Valley,Next Day,38,6,High daily volume,True,8.75,163.18,6.750000000000004,1.9999999999999964
ORD1509,GrabExpress,Klang Valley,Next Day,38,7,High daily volume,True,2.3,0.0,0.0,2.375
ORD1579,GrabExpress,Klang Valley,Scheduled,45,10,High daily volume,True,0.9666666666666668,0.0,0.0,0.9916666666666668
ORD1506,Ninja Van,Johor Bahru,Next Day,38,9,High daily volume,True,5.583333333333333,0.0,4.966666666666669,0.6166666666666636
ORD1527,Ninja Van,Johor Bahru,Next Day,38,13,High daily volume,True,6.9,0.0,3.900000000000002,2.9999999999999964
ORD1537,J&T Express,Other,Next Day,38,22,High daily volume,True,2.833333333333333,0.0,0.0,6.858333333333331
ORD1507,Ninja Van,Klang Valley,Next Day,38,2,High daily volume,True,8.8,0.0,7.000000000000004,1.7999999999999972
ORD1541,GrabExpress,Klang Valley,Scheduled,45,0,High daily volume,True,2.1666666666666665,0.0,0.0,2.1916666666666664
ORD1632,Lalamove,Klang Valley,Scheduled,57,25,High daily volume,True,4.466666666666667,116.54,0.4500000000000002,4.016666666666667
ORD1550,Lalamove,Klang Valley,Scheduled,45,8,High daily volume,True,2.0,0.0,0.0,2.783333333333333
ORD1524,J&T Express,Penang,Next Day,38,51,High daily volume,True,9.033333333333331,0.0,0.0,9.275
ORD1528,Ninja Van,Penang,Next Day,38,83,High daily volume,False,27.716666666666665,89.15,22.1,5.616666666666664
ORD1504,Lalamove,Klang Valley,Same Day,38,98,High daily volume,False,1.6833333333333331,0.0,0.0,1.9166666666666663
ORD1520,In-house Rider,Klang Valley,Same Day,38,72,High daily volume,True,0.4,0.0,0.1166666666666667,0.2833333333333334
ORD1525,In-house Rider,Klang Valley,Same Day,38,78,High daily volume,True,0.9333333333333332,0.0,0.6333333333333331,0.3
ORD1664,Lalamove,Klang Valley,Scheduled,26,2,Order hour,True,-0.1833333333333333,0.0,0.0,0.1499999999999999
ORD1521,Lalamove,Klang Valley,Same Day,38,97,High daily volume,False,1.3,0.0,0.0166666666666666,1.2833333333333332
ORD1503,In-house Rider,Klang Valley,Same Day,38,92,High daily volume,True,0.65,0.0,0.4833333333333331,0.1666666666666667
ORD1505,In-house Rider,Klang Valley,Same Day,38,94,High daily volume,False,2.2333333333333334,0.0,1.2,1.0333333333333334
ORD1517,Lalamove,Klang Valley,Same Day,38,96,High daily volume,False,2.566666666666667,0.0,0.75,1.8166666666666669
ORD1529,Lalamove,Klang Valley,Same Day,38,92,High daily volume,False,1.7333333333333334,0.0,0.25,1.4833333333333334
ORD1523,In-house Rider,Klang Valley,Same Day,38,59,High daily volume,False,2.45,0.0,0.1999999999999999,2.25
ORD1531,GrabExpress,Klang Valley,Same Day,38,92,High daily volume,False,1.8166666666666669,0.0,0.7083333333333333,1.1083333333333334
ORD1670,Lalamove,Klang Valley,Scheduled,24,0,GrabExpress,True,0.4666666666666667,0.0,0.4500000000000002,0.0166666666666666
ORD1587,GrabExpress,Klang Valley,Scheduled,57,36,High daily volume,True,4.95,0.0,0.0,5.358333333333333
ORD1671,Lalamove,Klang Valley,Scheduled,24,0,In-house Rider,True,-0.2,0.0,0.0,0.4333333333333333
ORD1508,In-house Rider,Klang Valley,Same Day,38,51,Tight requested window,True,0.4333333333333333,0.0,0.25,0.1833333333333333
ORD1536,GrabExpress,Klang Valley,Same Day,38,37,High daily volume,True,0.6166666666666667,0.0,0.1083333333333333,0.5083333333333333
ORD1532,GrabExpress,Klang Valley,Same Day,38,87,High daily volume,True,1.0,0.0,0.0,1.4083333333333334
ORD1696,In-house Rider,Klang Valley,Scheduled,23,0,Preserved Flowers,True,0.5,0.0,1.0666666666666669,0.0
ORD1688,Lalamove,Klang Valley,Scheduled,24,1,In-house Rider,True,0.5666666666666667,0.0,1.0166666666666666,0.0
ORD1543,Pos Laju,Johor Bahru,Next Day,45,9,High daily volume,True,7.85,109.21,5.850000000000001,2.0
ORD1556,J&T Express,Other,Next Day,45,5,High daily volume,True,2.1,0.0,0.0,3.8583333333333303
ORD1708,GrabExpress,Klang Valley,Scheduled,23,0,In-house Rider,True,0.1166666666666666,0.0,0.3083333333333333,0.0
ORD1603,In-house Rider,Klang Valley,Scheduled,57,12,High daily volume,True,6.366666666666666,0.0,0.7666666666666664,5.6
ORD1725,In-house Rider,Klang Valley,Scheduled,9,0,Order hour,True,0.4833333333333333,0.0,0.9666666666666666,0.0
ORD1690,GrabExpress,Klang Valley,Scheduled,24,0,In-house Rider,True,0.0666666666666666,0.0,0.0,0.8250000000000001
ORD1584,Pos Laju,Penang,Next Day,45,22,High daily volume,True,2.6333333333333333,0.0,0.8500000000000014,1.783333333333335
ORD1639,J&T Express,Other,Scheduled,57,4,High daily volume,True,9.95,224.61,0.4916666666666671,9.458333333333332
ORD1545,In-house Rider,Klang Valley,Same Day,45,99,High daily volume,False,1.5166666666666666,0.0,0.0,1.5333333333333334
ORD1558,In-house Rider,Klang Valley,Same Day,45,96,High daily volume,True,0.8833333333333333,0.0,0.1333333333333333,0.7500000000000001
ORD1576,GrabExpress,Klang Valley,Same Day,45,94,High daily volume,False,1.3333333333333333,0.0,0.0,1.525
ORD1581,In-house Rider,Klang Valley,Same Day,45,97,High daily volume,False,1.95,0.0,0.1833333333333333,1.7666666666666668
ORD1733,GrabExpress,Klang Valley,Scheduled,9,0,In-house Rider,True,-0.1,0.0,0.575,0.0
ORD1570,In-house Rider,Klang Valley,Same Day,45,99,High daily volume,False,2.0166666666666666,0.0,0.6166666666666665,1.4
ORD1549,Lalamove,Klang Valley,Same Day,45,99,High daily volume,False,1.8,0.0,0.3999999999999999,1.4
ORD1563,GrabExpress,Klang Valley,Same Day,45,99,High daily volume,False,3.55,0.0,2.3583333333333334,1.1916666666666669
ORD1547,In-house Rider,Klang Valley,Same Day,45,98,High daily volume,False,1.1333333333333333,0.0,0.3333333333333332,0.8
ORD1601,Pos Laju,Penang,Next Day,57,66,High daily volume,True,4.316666666666666,84.75,0.0,4.516666666666666
ORD1569,In-house Rider,Klang Valley,Same Day,45,97,High daily volume,False,1.35,143.01,0.0,1.6666666666666667
ORD1674,Ninja Van,Other,Scheduled,24,24,Klang Valley zone,True,-1.0,0.0,0.0,2.099999999999998
ORD1630,Ninja Van,Johor Bahru,Next Day,57,92,High daily volume,False,7.416666666666667,114.14,2.8000000000000007,4.616666666666664
ORD1564,In-house Rider,Klang Valley,Same Day,45,52,High daily volume,True,0.4,0.0,0.0,0.5333333333333334
ORD1573,GrabExpress,Klang Valley,Same Day,45,99,High daily volume,False,1.1666666666666667,0.0,0.0,1.175
ORD1620,J&T Express,Penang,Next Day,57,96,High daily volume,False,20.216666666666665,0.0,16.608333333333334,3.6083333333333303
ORD1546,GrabExpress,Klang Valley,Same Day,45,33,High daily volume,True,0.2166666666666666,0.0,0.0,0.3916666666666666
ORD1559,In-house Rider,Klang Valley,Same Day,45,93,High daily volume,False,1.5166666666666666,0.0,0.0,1.6833333333333331
ORD1571,In-house Rider,Klang Valley,Same Day,45,88,High daily volume,True,0.6666666666666666,0.0,0.0,1.05
ORD1562,GrabExpress,Klang Valley,Same Day,45,94,High daily volume,False,1.0666666666666669,148.08,0.3083333333333333,0.7583333333333333
ORD1647,GrabExpress,Klang Valley,Scheduled,26,0,Lalamove,True,0.85,0.0,1.475,0.0
ORD1615,J&T Express,Penang,Next Day,57,95,High daily volume,False,12.866666666666667,164.86,4.191666666666666,8.674999999999999
ORD1659,In-house Rider,Klang Valley,Scheduled,26,0,Anniversary occasion,True,1.8833333333333333,122.47,2.3,0.0
ORD1715,Ninja Van,Penang,Scheduled,23,10,Klang Valley zone,True,1.0333333333333334,0.0,6.366666666666671,0.0
ORD1631,Ninja Van,Other,Next Day,57,17,High daily volume,True,5.25,0.0,0.0,8.48333333333333
ORD1634,J&T Express,Other,Next Day,57,20,High daily volume,True,7.683333333333334,86.45,0.0,11.191666666666665
ORD1595,Pos Laju,Other,Next Day,57,10,High daily volume,True,10.6,0.0,2.8000000000000007,7.800000000000001
ORD1624,Ninja Van,Penang,Next Day,57,92,High daily volume,False,10.1,119.7,6.416666666666668,3.68333333333333
ORD1738,J&T Express,Johor Bahru,Scheduled,10,23,Klang Valley zone,True,-0.3833333333333333,0.0,0.0,0.8083333333333336
ORD1622,GrabExpress,Klang Valley,Next Day,57,24,High daily volume,True,10.1,0.0,0.2583333333333333,9.841666666666669
ORD1650,Ninja Van,Other,Scheduled,26,25,Klang Valley zone,True,-0.4833333333333333,0.0,0.0,2.68333333333333
ORD1616,J&T Express,Penang,Next Day,57,5,High daily volume,True,11.216666666666669,0.0,4.975000000000001,6.241666666666664
ORD1637,In-house Rider,Klang Valley,Next Day,57,3,High daily volume,True,6.333333333333333,0.0,3.4833333333333334,2.85
ORD1633,Pos Laju,Penang,Next Day,57,6,High daily volume,True,4.233333333333333,0.0,0.0,5.0
ORD1614,Ninja Van,Other,Next Day,57,1,High daily volume,True,9.966666666666669,121.33,3.166666666666668,6.799999999999997
ORD1617,Pos Laju,Penang,Next Day,57,2,High daily volume,True,6.8,0.0,4.600000000000001,2.1999999999999997
ORD1611,Pos Laju,Other,Next Day,57,5,High daily volume,True,9.116666666666667,0.0,2.533333333333335,6.583333333333334
ORD1636,Pos Laju,Penang,Next Day,57,93,High daily volume,False,8.5,0.0,2.8166666666666664,5.683333333333334
ORD1716,J&T Express,Johor Bahru,Scheduled,9,1,Klang Valley zone,True,1.7,0.0,5.475000000000001,0.0
ORD1642,Ninja Van,Klang Valley,Next Day,57,15,High daily volume,True,8.866666666666667,155.52,2.4833333333333343,6.383333333333331
ORD1643,Ninja Van,Penang,Scheduled,26,3,Ninja Van,True,0.6666666666666666,0.0,8.216666666666669,0.0
ORD1590,Lalamove,Klang Valley,Same Day,57,99,High daily volume,False,8.816666666666666,0.0,1.1166666666666667,7.699999999999999
ORD1606,GrabExpress,Klang Valley,Same Day,57,99,High daily volume,False,6.05,0.0,0.125,5.925
ORD1638,Lalamove,Klang Valley,Same Day,57,100,High daily volume,False,5.966666666666667,0.0,0.7333333333333334,5.233333333333333
ORD1598,Lalamove,Klang Valley,Same Day,57,99,High daily volume,False,6.466666666666667,0.0,1.0333333333333332,5.433333333333334
ORD1618,GrabExpress,Klang Valley,Same Day,57,99,High daily volume,False,8.25,0.0,0.4083333333333332,7.841666666666667
ORD1628,Lalamove,Klang Valley,Same Day,57,99,High daily volume,False,6.666666666666667,108.34,0.0,7.533333333333333
ORD1602,Lalamove,Klang Valley,Same Day,57,100,High daily volume,False,8.05,142.7,0.0833333333333332,7.966666666666667
ORD1613,In-house Rider,Klang Valley,Same Day,57,100,High daily volume,False,3.633333333333333,0.0,0.0,4.633333333333334
ORD1605,Lalamove,Klang Valley,Same Day,57,99,High daily volume,False,3.983333333333333,0.0,0.0,5.0
ORD1612,In-house Rider,Klang Valley,Same Day,57,99,High daily volume,False,8.316666666666666,0.0,0.0999999999999998,8.216666666666667
ORD1597,In-house Rider,Klang Valley,Same Day,57,99,High daily volume,False,5.35,0.0,0.0,5.683333333333334
ORD1655,J&T Express,Johor Bahru,Next Day,26,15,Klang Valley zone,True,0.85,0.0,0.0,4.974999999999998
ORD1621,In-house Rider,Klang Valley,Same Day,57,100,High daily volume,False,7.766666666666667,0.0,0.7,7.066666666666667
ORD1599,Lalamove,Klang Valley,Same Day,57,100,High daily volume,False,5.066666666666666,209.04,0.0,5.916666666666666
ORD1588,GrabExpress,Klang Valley,Same Day,57,100,High daily volume,False,3.733333333333333,132.97,0.0083333333333333,3.725
ORD1755,Pos Laju,Other,Scheduled,14,21,Klang Valley zone,True,-0.5,0.0,0.0,2.666666666666668
ORD1593,GrabExpress,Klang Valley,Same Day,57,100,High daily volume,False,5.5,0.0,0.125,5.375
ORD1607,GrabExpress,Klang Valley,Same Day,57,97,High daily volume,False,6.233333333333333,0.0,0.0,6.608333333333333
ORD1627,In-house Rider,Klang Valley,Same Day,57,100,High daily volume,False,7.033333333333333,137.66,0.7666666666666664,6.266666666666667
ORD1661,Lalamove,Klang Valley,Next Day,26,1,Order weekday,True,0.5166666666666667,0.0,0.3,0.2166666666666665
ORD1694,J&T Express,Johor Bahru,Scheduled,23,12,Klang Valley zone,True,1.55,0.0,5.641666666666669,0.0
ORD1646,GrabExpress,Klang Valley,Next Day,26,2,In-house Rider,True,0.0833333333333333,0.0,0.5916666666666666,0.0
ORD1586,GrabExpress,Klang Valley,Same Day,57,100,High daily volume,False,5.5,0.0,0.0,5.658333333333333
ORD1699,Pos Laju,Other,Scheduled,23,5,Klang Valley zone,True,0.9333333333333332,0.0,7.116666666666667,0.0
ORD1673,GrabExpress,Klang Valley,Scheduled,24,0,Lalamove,True,0.5833333333333334,0.0,0.2916666666666667,0.2916666666666667
ORD1641,Lalamove,Klang Valley,Same Day,57,100,High daily volume,False,3.85,0.0,0.0,4.716666666666667
ORD1609,In-house Rider,Klang Valley,Same Day,57,98,High daily volume,False,8.4,0.0,0.1833333333333333,8.216666666666667
ORD1625,GrabExpress,Klang Valley,Same Day,57,95,High daily volume,False,8.45,189.51,0.0,8.658333333333333
ORD1629,GrabExpress,Klang Valley,Same Day,57,99,High daily volume,False,6.35,0.0,0.925,5.425
ORD1640,GrabExpress,Klang Valley,Same Day,57,100,High daily volume,False,8.383333333333333,159.12,0.0,8.991666666666667
ORD1644,J&T Express,Johor Bahru,Next Day,26,39,Klang Valley zone,True,2.9166666666666665,0.0,8.241666666666667,0.0
ORD1662,J&T Express,Other,Next Day,26,47,Klang Valley zone,True,1.3,0.0,0.0,2.241666666666664
ORD1663,J&T Express,Other,Next Day,26,84,Klang Valley zone,False,11.216666666666669,0.0,6.975000000000001,4.241666666666664
ORD1711,Lalamove,Klang Valley,Scheduled,23,0,Anniversary occasion,True,0.8333333333333334,0.0,1.0666666666666669,0.0
ORD1658,In-house Rider,Klang Valley,Same Day,26,25,Tight requested window,True,-0.0833333333333333,0.0,0.6500000000000001,0.0
ORD1665,GrabExpress,Klang Valley,Same Day,26,7,Tight requested window,True,0.6333333333333333,0.0,1.1249999999999998,0.0
ORD1651,Lalamove,Klang Valley,Same Day,26,9,Same Day service,True,-0.0666666666666666,0.0,0.4833333333333334,0.0
ORD1649,GrabExpress,Klang Valley,Same Day,26,36,Tight requested window,True,0.2833333333333333,0.0,0.1916666666666666,0.0916666666666667
ORD1701,In-house Rider,Klang Valley,Scheduled,23,0,Anniversary occasion,True,1.6333333333333333,0.0,2.35,0.0
ORD1660,In-house Rider,Klang Valley,Same Day,26,12,Order hour,True,0.75,0.0,0.0,0.8333333333333334
ORD1652,In-house Rider,Klang Valley,Same Day,26,10,Tight requested window,True,0.5,0.0,0.9833333333333332,0.0
ORD1750,GrabExpress,Klang Valley,Scheduled,14,0,Lalamove,True,0.2666666666666666,0.0,0.5083333333333335,0.0
ORD1745,GrabExpress,Klang Valley,Scheduled,14,1,Order value,True,-0.1333333333333333,0.0,0.0,0.0
ORD1759,Lalamove,Klang Valley,Scheduled,12,0,Order value,True,0.35,0.0,0.4333333333333335,0.0
ORD1666,In-house Rider,Klang Valley,Same Day,26,2,Order hour,False,2.583333333333333,172.68,2.416666666666666,0.1666666666666667
ORD1668,Lalamove,Klang Valley,Same Day,26,20,Tight requested window,True,0.9166666666666666,39.34,0.8833333333333333,0.0333333333333332
ORD1648,Lalamove,Klang Valley,Same Day,26,8,Same Day service,True,0.1,0.0,0.0666666666666666,0.0333333333333332
ORD1741,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.6666666666666666,0.0,0.9833333333333334,0.0
ORD1713,Lalamove,Klang Valley,Scheduled,23,0,GrabExpress,True,0.3666666666666666,0.0,0.0,0.6333333333333333
ORD1718,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,0.7166666666666667,0.0,0.4333333333333335,0.2833333333333332
ORD1680,Lalamove,Klang Valley,Next Day,24,2,Anniversary occasion,True,1.05,0.0,1.0166666666666666,0.0333333333333332
ORD1735,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.4333333333333333,0.0,0.6499999999999999,0.0
ORD1692,Lalamove,Klang Valley,Next Day,24,1,Order value,True,1.5333333333333334,99.44,1.9833333333333332,0.0
ORD1684,J&T Express,Johor Bahru,Next Day,24,34,Klang Valley zone,True,-0.1666666666666666,0.0,0.0,2.6583333333333314
ORD1756,GrabExpress,Klang Valley,Scheduled,14,1,Lalamove,True,0.25,0.0,0.5416666666666667,0.0
ORD1672,Lalamove,Klang Valley,Same Day,24,2,In-house Rider,True,0.0166666666666666,0.0,0.0666666666666666,0.0
ORD1709,Ninja Van,Other,Next Day,23,17,Klang Valley zone,True,0.85,81.49,1.8666666666666707,0.0
ORD1727,In-house Rider,Klang Valley,Scheduled,9,0,Lalamove,True,0.0833333333333333,0.0,0.0,0.6666666666666667
ORD1682,In-house Rider,Klang Valley,Same Day,24,14,Tight requested window,True,0.1166666666666666,0.0,0.0333333333333332,0.0833333333333334
ORD1762,GrabExpress,Klang Valley,Scheduled,12,0,In-house Rider,True,0.95,0.0,0.0,1.125
ORD1679,Lalamove,Klang Valley,Same Day,24,6,Order weekday,True,-0.2,105.44,0.3166666666666666,0.0
ORD1681,Lalamove,Klang Valley,Same Day,24,4,Tight requested window,True,0.9666666666666668,0.0,0.8999999999999999,0.0666666666666666
ORD1685,Lalamove,Klang Valley,Same Day,24,5,Order weekday,True,0.5666666666666667,163.39,0.0,0.8833333333333333
ORD1689,Lalamove,Klang Valley,Same Day,24,14,Tight requested window,True,0.5666666666666667,0.0,1.2999999999999998,0.0
ORD1691,Lalamove,Klang Valley,Same Day,24,20,Tight requested window,True,0.1666666666666666,0.0,0.0,0.1666666666666667
ORD1669,GrabExpress,Klang Valley,Same Day,24,5,Order weekday,True,0.8333333333333334,0.0,1.075,0.0
ORD1686,GrabExpress,Klang Valley,Same Day,24,18,Tight requested window,True,0.85,0.0,1.225,0.0
ORD1675,GrabExpress,Klang Valley,Same Day,24,8,Order weekday,True,0.25,0.0,0.0,0.6583333333333333
ORD1676,GrabExpress,Klang Valley,Same Day,24,4,Order weekday,True,0.0333333333333333,0.0,0.0,0.425
ORD1678,GrabExpress,Klang Valley,Same Day,24,7,Tight requested window,True,0.5,0.0,0.4583333333333332,0.0416666666666667
ORD1714,Ninja Van,Johor Bahru,Next Day,23,6,Klang Valley zone,True,1.4166666666666667,165.39,0.0,1.4999999999999964
ORD1783,In-house Rider,Klang Valley,Scheduled,17,0,Lalamove,True,0.2166666666666666,0.0,0.0166666666666666,0.2000000000000001
ORD1751,GrabExpress,Klang Valley,Scheduled,14,0,Order weekday,True,-0.2166666666666666,0.0,0.0,0.0
ORD1706,GrabExpress,Klang Valley,Same Day,23,10,Tight requested window,True,0.2666666666666666,0.0,0.5250000000000001,0.0
ORD1710,In-house Rider,Klang Valley,Same Day,23,9,Tight requested window,True,0.4666666666666667,0.0,0.0,0.6000000000000001
ORD1695,Lalamove,Klang Valley,Same Day,23,7,Tight requested window,False,2.4833333333333334,117.79,2.1833333333333336,0.3
ORD1704,In-house Rider,Klang Valley,Same Day,23,10,Tight requested window,True,0.9666666666666668,0.0,0.5666666666666667,0.4000000000000001
ORD1722,J&T Express,Johor Bahru,Next Day,9,4,Klang Valley zone,True,1.3,0.0,0.2416666666666671,1.0583333333333336
ORD1700,GrabExpress,Klang Valley,Same Day,23,1,Same Day service,True,0.6333333333333333,0.0,0.0,0.7083333333333334
ORD1705,Lalamove,Klang Valley,Same Day,23,30,Tight requested window,True,-0.1333333333333333,0.0,0.5333333333333332,0.0
ORD1707,Lalamove,Klang Valley,Same Day,23,26,Tight requested window,True,0.3333333333333333,61.0,0.2666666666666666,0.0666666666666666
ORD1693,In-house Rider,Klang Valley,Same Day,23,87,Tight requested window,False,1.05,0.0,0.3833333333333331,0.6666666666666667
ORD1698,GrabExpress,Klang Valley,Same Day,23,2,Same Day service,True,0.6,0.0,1.2416666666666665,0.0
ORD1719,J&T Express,Other,Next Day,9,8,Klang Valley zone,True,0.1,0.0,0.0,4.174999999999997
ORD1736,Ninja Van,Other,Scheduled,10,16,Klang Valley zone,True,1.6666666666666667,0.0,6.150000000000002,0.0
ORD1723,Pos Laju,Other,Next Day,9,11,Klang Valley zone,True,7.266666666666667,0.0,0.0,7.966666666666667
ORD1720,GrabExpress,Klang Valley,Same Day,9,80,Tight requested window,False,1.35,59.89,1.6083333333333332,0.0
ORD1717,GrabExpress,Klang Valley,Same Day,9,18,Tight requested window,True,0.3333333333333333,0.0,0.0,0.3916666666666666
ORD1721,Lalamove,Klang Valley,Same Day,9,6,Tight requested window,True,0.5166666666666667,0.0,0.0666666666666666,0.4499999999999999
ORD1774,Lalamove,Klang Valley,Scheduled,17,0,GrabExpress,True,0.3166666666666666,0.0,0.0,0.7333333333333333
ORD1724,GrabExpress,Klang Valley,Same Day,9,56,Tight requested window,True,0.4666666666666667,0.0,0.3249999999999999,0.1416666666666666
ORD1790,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,-0.3166666666666666,0.0,0.3500000000000001,0.0
ORD1776,In-house Rider,Klang Valley,Scheduled,17,0,Lalamove,True,0.1833333333333333,0.0,0.3166666666666666,0.0
ORD1791,J&T Express,Penang,Scheduled,9,1,Klang Valley zone,True,-0.5833333333333334,0.0,0.0,0.6749999999999972
ORD1803,In-house Rider,Klang Valley,Scheduled,8,0,Preserved Flowers,True,-0.0666666666666666,0.0,0.0,0.3500000000000001
ORD1754,GrabExpress,Klang Valley,Scheduled,14,0,Lalamove,True,-0.25,0.0,0.0,0.0
ORD1798,GrabExpress,Klang Valley,Scheduled,8,0,In-house Rider,True,0.6,0.0,0.0,0.9916666666666668
ORD1729,Pos Laju,Other,Next Day,9,75,Klang Valley zone,True,5.266666666666667,0.0,4.683333333333334,0.5833333333333321
ORD1765,In-house Rider,Klang Valley,Scheduled,12,0,Order value,True,-0.05,0.0,0.0,0.8
